Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Star Wars Battlefront II (2017),PC,Shooter,Electronic Arts,EA DICE,,0.05,0.02,,0.02,0,17-11-2017,29-12-2017
Star Wars: Republic Commando,PC,Shooter,LucasArts,LucasArts,,0.05,,,0.05,0,01-03-2005,
Counter Force,Wii,Shooter,Conspiracy Entertainment,Hyper-Devbox,,0.05,0.04,,,0,03-10-2007,
Assault Suit Leynos,PS4,Shooter,Rising Star Games,"extreme Co.,Ltd.",,0.05,0.04,,,0.01,30-08-2016,18-09-2018
Red Faction: Guerrilla Re-Mars-tered,XOne,Shooter,THQ Nordic,Volition,,0.05,0.04,,0.01,0,03-07-2018,20-04-2018
Strikers 1945,SAT,Shooter,Atlus,Psikyo,,0.05,,0.05,,,28-06-1996,
Jikkyou Oshaberi Parodius,SNES,Shooter,Konami,KCEO,,0.05,,0.05,,0,15-12-1995,
Reign of Fire,GBA,Shooter,BAM! Entertainment,Crawfish Interactive,,0.05,0.03,,0.01,0,31-10-2002,
Section 8,PC,Shooter,SouthPeak Interactive,TimeGate Studios,,0.05,0.03,,0.01,0.01,01-09-2009,
Active Life: Magical Carnival,Wii,Misc,Namco Bandai,Ganbarion,,0.05,0.03,,0.01,0,25-10-2011,
Saints Row: Gat out of Hell,PS4,Action,Deep Silver,Volition Inc.,,0.05,,,0.04,0.01,20-01-2015,
Strawberry Shortcake: Strawberryland Games,DS,Action,Game Factory,Gorilla Systems,,0.05,0.05,,0,0,23-10-2006,
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,Action,Vatical Entertainment,Terraglyph Interactive Studios,,0.05,0.03,,0.02,0,02-11-1999,
Captain America: Super Soldier,DS,Action,Sega,Sega,,0.05,0.05,,,0,19-07-2011,
Mobile Suit Gundam Unicorn,PS3,Action,Namco Bandai Games,From Software,,0.05,,0.05,,,08-03-2012,19-01-2019
Touhou Genso Wanderer,PS4,Action,NIS America,AQUA STYLE,,0.05,0.04,,,0.01,21-03-2017,18-09-2018
Domino Rally,Wii,Action,UFO Interactive,RED Entertainment,,0.05,0.05,,0,0,18-08-2009,
Hiiro no Kakera DS,DS,Adventure,Idea Factory,Idea Factory,,0.05,,0.05,,,22-05-2008,
Shin Sangoku Musou 5 Special,PSP,Action,KOEI,Omega Force,,0.05,,0.05,,,22-10-2009,
Otogi 2: Immortal Warriors,XB,Action,Sega,From Software,,0.05,0.04,,0.01,0,21-10-2004,
Hysteria Hospital: Emergency Ward,Wii,Action,O-Games,Gameinvest,,0.05,0.05,,0,0,16-06-2009,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,Adventure,Namco Bandai,Namco Bandai Games,,0.05,,0.05,,,03-03-2011,
Mister Slime,DS,Action,SouthPeak Interactive,Lexis Numerique,,0.05,0.05,,,0,15-07-2008,
Marriage Royale: Prism Story,PSP,Adventure,ASCII Media Works,ASCII Media Works,,0.05,,0.05,,,28-04-2010,
Syberia III,PS4,Adventure,Anuman,Unknown,,0.05,0.04,,0,0.01,01-01-2016,12-08-2018
ARK Park,PS4,Adventure,Snail Games USA,Snail Games USA,,0.05,0.04,,,0.01,30-10-2018,19-12-2018
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Adventure,Namco Bandai,Bandai Namco Games,,0.05,,0.05,,,15-07-2010,
GachiTora! Abarenbou Kyoushi in High School,PSP,Action,Spike,Spike,,0.05,,0.05,,,21-04-2011,
Dynasty Warriors 5,XB,Action,KOEI,Omega Force,,0.05,0.04,,0.01,0,13-09-2005,
Haikyu!! Cross Team Match!,3DS,Action,Bandai Namco Games,Bandai Namco Games,,0.05,,0.05,,,03-03-2016,06-08-2018
Zyuden Sentai Kyoryuger: Game on Gaburincho,3DS,Action,Namco Bandai Games,Bandai Namco Games,,0.05,,0.05,,,08-08-2013,05-01-2019
Shin Sangoku Musou 5 Empires,PSP,Action,KOEI,Koei,,0.05,,0.05,,,21-01-2010,
Legend of Kay,PS2,Action,Capcom,Neon Studios,7.2,0.05,0.03,,0.02,0.01,21-09-2005,
The Idolm@ster: Dearly Stars,DS,Adventure,Namco Bandai,Microvision,,0.05,,0.05,,,17-09-2009,
White Album: Tsuzurareru Fuyu no Omoide,PS3,Adventure,Aquaplus,Aquaplus,,0.05,,0.05,,,24-06-2010,
Harukanaru Toki no Naka de: Yumenoukihashi,DS,Adventure,KOEI,Koei,,0.05,,0.05,,,21-08-2008,
Yowamushi Pedal Asu e no High Cadence,3DS,Adventure,Namco Bandai Games,Bandai Namco,,0.05,,0.05,,,29-01-2015,30-01-2019
D.Gray-man: Kami no Shitotachi,DS,Adventure,Konami,Konami,,0.05,,0.05,,,29-03-2007,
Samurai Champloo: Sidetracked,PS2,Action,Namco Bandai,Grasshopper Manufacture,,0.05,0.03,,0.02,0.01,11-04-2006,
Jojo no Kimyou na Bouken: Phantom Blood,PS2,Action,Bandai,Anchor Entertainment,,0.05,,0.05,,,26-10-2006,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,Action,Hudson Soft,Hudson Soft,,0.05,,0.05,,,15-07-2010,
Minna no Ennichi,3DS,Action,Namco Bandai Games,Bandai Namco Games,,0.05,,0.05,,,24-05-2012,05-01-2019
Choujikuu Yousai Macross: Ai Oboete Imasu ka,PS3,Action,Namco Bandai Games,Scarab,,0.05,,0.05,,,26-07-2012,05-01-2019
Aliens in the Attic,DS,Action,Playlogic Game Factory,Playlogic Game Factory,,0.05,0.05,,0,0,28-07-2009,
Marc Ecko's Getting Up: Contents Under Pressure,PS2,Action,Atari,"The Collective, Inc.",,0.05,0.03,,0.02,0.01,14-02-2006,
Blood Omen 2,GC,Action,Eidos Interactive,Crystal Dynamics,,0.05,0.04,,0.01,0,09-12-2002,
Jenga World Tour,Wii,Misc,Atari,Atomic Planet Entertainment,2,0.05,0.05,,0,0,07-12-2007,
Imagine: Artist,DS,Misc,Ubisoft,Ubisoft,,0.05,0.05,,,0,17-11-2009,
Plants vs. Zombies: Garden Warfare 2,PC,Shooter,Electronic Arts,PopCap Games,,0.05,0.01,,0.04,0,23-02-2016,09-07-2018
Starblood Arena,PS4,Shooter,Sony Interactive Entertainment,WhiteMoon Dreams,,0.05,0.04,,,0.01,11-04-2017,27-11-2018
Strange Brigade,XOne,Shooter,Rebellion Developments,Rebellion Developments,,0.05,0.04,,0.01,0.01,28-08-2018,26-04-2018
Furu Furu Park,Wii,Misc,Majesco,Taito Corporation,,0.05,0.05,,,0,17-01-2008,
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,Misc,Benesse,Benesse,,0.05,,0.05,,,29-05-2008,
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,Misc,Sega,Sammy Studios,,0.05,,0.05,,,10-08-2006,
Activision Hits: Remixed,PSP,Misc,Activision,Digital Eclipse Software,7.4,0.05,0.05,,0,0,08-11-2006,
Doraemon: Shin Nobita no Nihon Tanjou,3DS,Misc,FuRyu Corporation,Unknown,,0.05,,0.05,,,03-03-2016,
Touch 'N' Play Collection,DS,Misc,O-Games,O-Games,,0.05,0.03,,0.01,0,10-05-2011,
Learn Science,DS,Misc,DreamCatcher Interactive,DreamCatcher Interactive,,0.05,0.05,,,0,07-12-2010,
Rockin' Pretty,DS,Misc,Aksys Games,Arc System Works,,0.05,0.05,,,0,28-07-2009,
Pachinko Wars II,SNES,Misc,Coconuts Japan,Coconuts Japan,,0.05,,0.05,,,17-12-1993,
SingStar Mallorca Party,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,,0.05,,,0.04,0.01,13-07-2009,
Shrek Super Party,GC,Misc,TDK Mediactive,Mass Media,4.9,0.05,0.04,,0.01,0,30-05-2003,
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,Misc,Nintendo,TOSE,,0.05,,0.05,,,20-04-2006,
Taito Legends,XB,Misc,Sega,Empire Oxford,,0.05,0.04,,0.01,0,25-10-2005,
Rock Band Country Track Pack 2,X360,Misc,MTV Games,Harmonix Music Systems,,0.05,0.04,,,0,01-02-2011,
Smart Kid's Party Fun Pak,DS,Misc,UFO Interactive,Starfish Inc.,,0.05,0.05,,,0,15-10-2008,
Dream Salon,Wii,Misc,Zoo Games,Zoo Games,,0.05,0.05,,,0,03-11-2009,
Disney's Party,GC,Misc,Electronic Arts,Neverland Company,4.4,0.05,0.04,,0.01,0,16-09-2003,
The Idolmaster: Gravure For You! Vol. 2,PS3,Misc,Namco Bandai,Namco Bandai,,0.05,,0.05,,,23-11-2011,
Sega 3D Classics Collection,3DS,Misc,Sega,M2,7,0.05,0.05,,,0.01,26-04-2016,11-01-2019
Kimi ni Todoke: Tsutaeru Kimochi,DS,Adventure,Banpresto,Namco Bandai Games,,0.05,,0.05,,,07-04-2011,
Wii de Asobu Chibi-Robo!,Wii,Adventure,Nintendo,skip Ltd.,,0.05,,0.05,,,11-06-2009,
Don't Starve,PS4,Adventure,Klei Entertainment,Klei Entertainment,,0.05,0.04,,,0.01,17-04-2018,12-01-2018
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,Adventure,505 Games,Banpresto,,0.05,,0.05,,,15-02-2008,
Snoopy vs the Red Baron,PSP,Adventure,Namco Bandai,Smart Bomb Interactive,,0.05,0.04,,,0,24-10-2006,
Crusader: No Remorse,PS,Adventure,Electronic Arts,Realtime Associates,,0.05,0.03,,0.02,0,31-12-1996,
Life is Strange,PC,Adventure,Square Enix,DONTNOD Entertainment,,0.05,0.01,,0.04,0,19-01-2016,
Coraline,Wii,Adventure,D3 Publisher,Papaya Studios,,0.05,0.05,,0,0,27-01-2009,
Hakuouki: Reimeiroku,PS2,Adventure,Idea Factory,Idea Factory,,0.05,,0.05,,,28-10-2010,
PokePark 2: Wonders Beyond,Wii,Adventure,Nintendo,"Creatures, Inc.",,0.05,0.03,0.03,,,27-02-2012,
Kekkon Zenya,SAT,Adventure,Shogakukan,Shogakukan Production,,0.05,,0.05,,0,27-10-1995,
Tokimeki Memorial: Girls Side 1st Love,DS,Adventure,Konami,Konami,,0.05,,0.05,,,15-03-2007,
The Misadventures of Tron Bonne,PS,Adventure,Capcom,Capcom,,0.05,0.03,,0.02,0,30-04-2000,
March of the Penguins,DS,Adventure,DSI Games,DSI Games,,0.05,0.04,,0,0,27-11-2006,
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,PS4,Adventure,NIS America,Toybox Games,,0.05,0.04,,,0.01,20-09-2016,19-09-2018
Lux-Pain,DS,Adventure,Ignition Entertainment,Killaware,,0.05,0.04,,0,0,24-03-2009,
To Heart 2 DX Plus,PS3,Adventure,Aquaplus,Aquaplus,,0.05,,0.05,,,22-09-2011,
Scribblenauts Mega Pack,NS,Adventure,Warner Bros. Interactive Entertainment,Shiver Games,,0.05,0.05,,,0.01,18-09-2018,20-02-2019
Agatha Christie's The ABC Murders,XOne,Adventure,Unfinished Pixel,Artefacts Studio,,0.05,0.04,,0,0.01,23-02-2016,27-06-2018
Mr Bean's Wacky World of Wii,Wii,Adventure,Blast! Entertainment Ltd,Blast Games,,0.05,,,0.05,0,06-02-2009,
Sherlock Holmes: Crimes & Punishments,X360,Adventure,Focus Home Interactive,Frogwares,,0.05,0.03,,0.02,0,30-09-2014,18-04-2018
Shifters,PS2,Adventure,3DO,3DO,,0.05,0.03,,0.02,0.01,17-06-2002,
Detective Conan: Prelude from the Past,DS,Adventure,Namco Bandai Games,Spike Chunsoft,,0.05,,0.05,,,19-04-2012,19-01-2019
Arcana Famiglia: La storia della Aracana Famiglia,PSP,Adventure,Comfort,Comfort,,0.05,,0.05,,,27-10-2011,
Jake Hunter Detective Story: Ghost of the Dusk,3DS,Adventure,Aksys Games,Arc System Works,,0.05,0.03,0.01,,0,28-09-2018,03-08-2018
Samantha Swift and the Hidden Roses of Athena,DS,Adventure,Mumbo Jumbo,MumboJumbo,,0.05,0.04,,0.01,0,26-07-2010,
The Walking Dead: A Telltale Series Collection,XOne,Adventure,Warner Bros. Interactive Entertainment,Telltale Games,,0.05,0.05,,,0.01,05-12-2017,
Second Sight,GC,Adventure,Codemasters,Free Radical Design,7.9,0.05,0.04,,0.01,0,21-09-2004,
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,Adventure,O-Games,O-Games,,0.05,0.02,,0.03,0,09-08-2011,
Brothers: A Tale of Two Sons,XOne,Adventure,505 Games,Starbreeze Studios,,0.05,0.04,,0.01,0.01,01-09-2015,27-06-2018
Back to the Future: The Game,Wii,Adventure,Telltale Games,Telltale Games,7,0.05,0.05,,0,0,25-10-2011,23-04-2018
Batman: The Enemy Within,XOne,Adventure,Telltale Games,Telltale Games,,0.05,0.04,,,0.01,03-10-2017,29-06-2018
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,Adventure,Konami,Konami,,0.05,,0.05,,,03-08-2006,
Marvel's Guardians of the Galaxy: The Telltale Series,XOne,Adventure,Warner Bros. Interactive Entertainment,Telltale Games,,0.05,0.05,,,0.01,02-05-2017,27-06-2018
Koihime Musou,PS2,Adventure,Yeti,Yeti,,0.05,,0.05,,,20-11-2008,
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,Adventure,Bandai,Alfa System,,0.05,,0.05,,,27-04-2006,
Corpse Party,PSP,Adventure,Xseed Games,Team GrisGris,,0.05,,0.05,,,22-11-2011,
Treasure Report: Kikai Jikake no Isan,DS,Adventure,Namco Bandai,Namco Bandai Games,,0.05,,0.05,,,26-05-2011,
LEGO Indiana Jones 2: The Adventure Continues,PC,Adventure,LucasArts,Traveller's Tales,6.8,0.05,0.02,,0.03,0.01,17-11-2009,
Detective Conan: Marionette Symphony,3DS,Adventure,Namco Bandai Games,Bandai Namco Games,,0.05,,0.05,,,25-04-2013,30-01-2019
M&M's Adventure,DS,Adventure,Zoo Digital Publishing,Nikitova Games,,0.05,0.04,,,0,02-12-2008,
Gitaroo Man,PS2,Misc,KOEI,iNiS,,0.05,0.02,,0.02,0.01,20-02-2002,
Atari Flashback Classics: Volume 3,XOne,Misc,Funbox Media,Atari,,0.05,0.04,,,0.01,28-09-2018,27-10-2018
Hatsune Miku: Project Diva Future Tone DX,PS4,Misc,Sega,Sega,,0.05,,0.05,,,22-11-2017,30-12-2017
Major Minor's Majestic March,Wii,Misc,Majesco,NanaOn-Sha,4.5,0.05,0.05,,0,0,02-04-2009,
Game no Kanzume Vol 2,SCD,Misc,Sega,Unknown,,0.05,,0.05,,0,18-03-1994,
Super Heroine Chronicle,PSV,Misc,Namco Bandai Games,Banpresto,,0.05,,0.05,,,06-02-2014,14-01-2019
Pinball Hall of Fame: The Gottlieb Collection,GC,Misc,Crave Entertainment,FarSight Studios,,0.05,0.04,,0.01,0,20-03-2005,
Werewolves Within,PS4,Misc,Ubisoft,Ubisoft,,0.05,0.04,,,0.01,06-12-2016,
Hail to the Chimp,PS3,Misc,Gamecock,Wideload Games,7,0.05,0.05,,,0.01,24-06-2008,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,Misc,Hackberry,Hack Berry,,0.05,,0.05,,,25-12-2008,
Zumba Fitness: World Party,WiiU,Misc,Majesco Entertainment,Zoe Mode,,0.05,,,0.04,0,05-11-2013,22-01-2018
World Series of Poker: Tournament of Champions 2007 Edition,Wii,Misc,Activision,Left Field Productions,4.6,0.05,0.04,,0,0,12-12-2006,
World Championship Poker: Featuring Howard Lederer - All In,X360,Misc,Crave Entertainment,Point of View,,0.05,0.04,,0,0,29-08-2006,
Wonder World Amusement Park,Wii,Misc,Majesco,Coyote Console,,0.05,0.04,,0,0,08-07-2008,
Cartoon Network Block Party,GBA,Misc,Majesco,One Man Band,4,0.05,0.03,,0.01,0,05-08-2004,
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,Misc,Gainax Network Systems,Gainax,,0.05,,0.05,,0,23-07-1998,
Super Jinsei Game 2,SNES,Misc,Takara,Takara,,0.05,,0.05,,0,08-09-1995,
World Series of Poker,GC,Misc,Activision,Activision Value,4.7,0.05,0.04,,0.01,0,14-09-2005,
Reader Rabbit 2nd Grade,Wii,Misc,Graffiti,Graffiti Entertainment,,0.05,0.04,,,0,04-05-2010,
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Misc,Takara Tomy,Takara Tomy,,0.05,,0.05,,,27-03-2008,
Prison Architect,PS4,Simulation,Introversion Software,Introversion Software,,0.05,0.02,,0.02,0.01,28-06-2016,18-08-2018
Pet Vet: Down Under,DS,Simulation,Deep Silver,Braingame,,0.05,0.04,,,0,31-03-2009,
Ship Simulator Extremes,PC,Simulation,Paradox Interactive,VSTEP,,0.05,,,0.04,0.01,21-09-2010,
Pony Friends,DS,Simulation,Eidos Interactive,Tantalus Interactive,,0.05,,,0.04,0.01,30-05-2007,
Fishing Sim World,XOne,Simulation,Dovetail Games,Dovetail Games,,0.05,0.04,,,0.01,18-09-2018,02-08-2018
Unsolved Crimes,DS,Adventure,Atari,Now Production,6,0.05,0.04,,0.01,,30-09-2008,
Harukanaru Toki no Naka de 3,PS2,Adventure,KOEI,Koei,,0.05,,0.05,,,22-12-2004,
Corpse Party: Blood Covered - Repeated Fear,3DS,Adventure,5pb,Team GrisGris,,0.05,,0.05,,,30-07-2015,14-01-2018
Durarara!! 3-way Standoff,PSP,Adventure,ASCII Media Works,Kadokawa Games,,0.05,,0.05,,,22-09-2010,
Taiho Shichauzo!,PS,Adventure,Pioneer LDC,Pioneer LDC,,0.05,,0.05,,0,29-03-2001,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,Adventure,Activision,Humagade,,0.05,0.05,,,0,08-11-2005,
The Invisible Hours,XOne,Adventure,Tequila Works,Tequila Works,,0.05,0.05,,,0.01,24-04-2018,17-09-2018
Jake Power: Policeman,DS,Adventure,Ubisoft,Magic Pockets,,0.05,0.05,,0,0,17-02-2009,
Myst IV: Revelation,XB,Adventure,Ubisoft,Ubisoft Montreal,,0.05,0.04,,0.01,0,29-03-2005,
Jirou Akagawa: Majotachi no Nemuri,SNES,Adventure,Pack-In-Video,Pack-In-Video,,0.05,,0.05,,0,24-11-1995,
Trick x Logic: Season 1,PSP,Adventure,Sony Computer Entertainment,ChunSoft,,0.05,,0.05,,,22-07-2010,
DokiDoki Majo Shinpan!,DS,Adventure,SNK Playmore,SNK Playmore Corporation,,0.05,,0.05,,,05-07-2007,
Starry * Sky: In Spring - PSP Edition,PSP,Adventure,Asgard,Asgard,,0.05,,0.05,,,24-06-2010,
Little Busters! Converted Edition,PS2,Adventure,Prototype,Key,,0.05,,0.05,,,24-12-2009,
Sam & Max: Beyond Time and Space,Wii,Adventure,Atari,Telltale Games,,0.05,0.05,,,0,09-03-2010,
Black Mirror,PS4,Adventure,THQ Nordic,KING Art Games,,0.05,0.04,,,0.01,28-11-2017,20-08-2018
Yomawari: The Long Night Collection,NS,Action-Adventure,NIS America,Nippon Ichi Software,,0.05,0.04,0.01,,0,30-10-2018,07-11-2018
LEGO Harry Potter: Years 1-4,PC,Adventure,Warner Bros. Interactive,Telltale Games,8.2,0.05,0.04,,0.01,0.01,29-06-2010,
"Murder, She Wrote",PC,Adventure,Legacy Interactive,Legacy Interactive,,0.05,,,0.04,0.01,12-11-2009,
The Lost Chronicles of Zerzura,PC,Adventure,Unknown,Cranberry Production,,0.05,,,0.05,0,30-03-2012,
King Arthur,XB,Adventure,Konami,Krome Studios,6.5,0.05,0.04,,0.01,0,16-11-2004,
Chronicles of the Sword,PS,Adventure,Psygnosis,Synthetic Dimensions,,0.05,0.03,,0.02,0,01-06-1996,
Secret Files: Tunguska,DS,Adventure,Deep Silver,Fusionsphere Systems / Animation Arts,,0.05,0.04,,0.01,0,10-03-2010,
Chameleon Twist 2,N64,Platform,Sunsoft,Japan Supply System,,0.05,0.04,,0.01,0,31-03-1999,
Sitting Ducks,PS2,Platform,Hip Interactive,Asobo Studio,,0.05,0.03,,0.02,0.01,01-07-2004,
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,Simulation,Microsoft Game Studios,Microsoft Game Studios,,0.05,,,0.04,0.01,23-10-2007,
Sushi Go-Round,Wii,Simulation,SouthPeak Interactive,Asylum Entertainment,,0.05,0.04,,,0,30-03-2010,
The Sims,PC,Simulation,Maxis,Maxis,8.9,0.05,0.01,,0.03,0,31-01-2000,
Shaman King: Soul Fight,GC,Platform,Bandai,Tuning Electronic,,0.05,,0.05,,0,28-03-2003,
Mighty No. 9,WiiU,Platform,Deep Silver,Comcept,,0.05,0.03,,0.01,0.01,21-06-2016,04-07-2018
Mirror's Edge,PC,Platform,Electronic Arts,EA Digital Illusions CE,,0.05,,,0.05,0.01,12-01-2009,25-03-2019
Drill Dozer,GBA,Platform,Nintendo,Game Freak,7.9,0.05,0.04,,0.01,0,06-02-2006,
Death Jr. II: Root of Evil,PSP,Platform,Konami,Backbone Entertainment,6.9,0.05,0.05,,0,0,31-10-2006,
Dynamite Headdy,GEN,Platform,Sega,"Treasure Co., Ltd.",,0.05,,0.05,,0,04-08-1994,
Dragon's Lair 3D: Return to the Lair,XB,Platform,Ubisoft,Dragonstone Software,,0.05,0.04,,0.01,0,18-11-2002,
Hakuoki: Warriors of the Shinsengumi,PSP,Simulation,Aksys Games,Design Factory,,0.05,,0.05,,,19-02-2013,02-04-2019
Cesar Millan's Dog Whisperer,DS,Simulation,Ubisoft,Ubisoft,,0.05,0.04,,0,0,15-10-2008,
Virtual Villagers: A New Home,DS,Simulation,Conspiracy Entertainment,Keen Games,,0.05,0.04,,0.01,0,20-04-2010,
Naval Ops: Commander,PS2,Simulation,KOEI,Micro Cabin,,0.05,0.03,,0.02,0.01,09-03-2004,
The Sims 2: University,PC,Simulation,Electronic Arts,Maxis,,0.05,0.01,,0.04,0,28-02-2005,
The Long Dark,XOne,Simulation,Skybound Games,Hinterland Studio Inc.,,0.05,0.05,,,0.01,04-09-2018,07-08-2018
Animal Planet: Vet Collection,DS,Simulation,Activision,Activision,,0.05,0.05,,,0,20-07-2010,
Period Cube ~Shackles of Amadeus~,PSV,Simulation,Aksys Games,Idea Factory,,0.05,0.02,0.03,,0.01,28-04-2017,22-09-2018
Walt Disney Pictures Presents Enchanted,DS,Platform,Disney Interactive Studios,Altron,,0.05,0.04,,0.01,0,06-11-2007,
Owlboy,NS,Platform,Soedesco,D-Pad Studios,9,0.05,0.03,,0.01,0.01,29-05-2018,06-11-2018
Ski Region Simulator 2012,PC,Simulation,Giants Software,Giants Software,,0.05,,,0.05,0.01,25-11-2011,14-01-2019
The Long Dark,PS4,Simulation,Skybound Games,Hinterland Studio Inc.,,0.05,0.04,,,0.01,04-09-2018,07-08-2018
Imagine Animal Doctor Care Center,DS,Simulation,Ubisoft,Virtual Toys,,0.05,0.05,,,0,18-05-2010,
Imagine: Party Planner,DS,Simulation,Ubisoft,Ubisoft,,0.05,0.05,,0,0,26-01-2010,
Air Conflicts: Aces of World War II,PSP,Simulation,Graffiti,Cowboy Rodeo,3.3,0.05,0.05,,,0,07-04-2009,
My Riding Stables: Life with Horses,NS,Simulation,TREVA Entertainment,Independent Arts Software GmbH,,0.05,0.04,,,0.01,13-11-2018,04-08-2018
Airline Tycoon 2,PC,Simulation,Kalypso,Kalypso Media,,0.05,0,,0.04,0.01,11-10-2011,
Zone of the Enders HD Edition,PS3,Simulation,Konami,High Voltage Software,,0.05,,0.05,,,23-07-2013,12-09-2018
Phantom Crash,XB,Simulation,Phantagram,Genki,,0.05,0.03,0.01,0.01,0,04-11-2002,
Real Farm,PS4,Simulation,Soedesco,Triangle Studios,,0.05,0.04,,,0.01,27-10-2017,07-08-2018
Zapper: One Wicked Cricket!,XB,Platform,Infogrames,Blitz Games,5.2,0.05,0.04,,0.01,0,03-11-2002,
Little Nightmares,NS,Platform,Bandai Namco Entertainment,Tarsier Studios,,0.05,,0.03,0.02,0,18-05-2018,20-02-2019
Spitfire Heroes: Tales of the Royal Air Force,DS,Simulation,Destineer,Big John Games,,0.05,0.05,,,0,05-03-2008,
Freelancer,PC,Simulation,Microsoft Game Studios,Digital Anvil,,0.05,0.02,,0.03,0,03-03-2003,
Carnival Games,PS4,Party,2K Games,Cat Daddy Games,,0.05,0.04,,,0.01,06-11-2018,22-09-2018
Chocolatier,DS,Simulation,Zoo Games,Zoo Games,,0.05,0.05,,,0,31-03-2010,
Petz Bunnyz Bunch,DS,Simulation,Ubisoft,Ubisoft,,0.05,0.05,,,0,08-03-2011,
Wing Commander: Prophecy,GBA,Simulation,"Destination Software, Inc",Raylight Studios,,0.05,0.04,,0.01,0,04-06-2003,
The Sims 4 Seasons,PC,Simulation,Electronic Arts,EA,,0.05,,,0.05,0,22-06-2018,26-05-2018
Tennis no Oji-Sama: 2005 Crystal Drive,DS,Sports,Konami,Konami,,0.05,,0.05,,,30-12-2004,
Yakuza 3,PS4,Action-Adventure,Sega,Sega,,0.05,,0.05,,,09-08-2018,25-08-2018
Hellblade: Senua's Sacrifice,PS4,Action-Adventure,505 Games,Ninja Theory,8.3,0.05,0.03,,0.01,0.01,04-12-2018,02-11-2018
rain,PS3,Action-Adventure,Sony Computer Entertainment,PlayStation C.A.M.P.!,,0.05,,0.05,,,01-10-2013,19-01-2019
Resident Evil 4,XOne,Action-Adventure,Capcom,Capcom,,0.05,0.04,,,0.01,30-08-2016,04-09-2018
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,Action-Adventure,D3Publisher,Way Forward,,0.05,0.02,,0.02,0.01,19-11-2013,19-03-2018
Virtua Tennis 3,PSP,Sports,Sega,Sumo Digital,,0.05,0.02,,0.02,0.01,26-03-2007,
Winning Post 7 2013,PS3,Sports,Tecmo Koei,Tecmo Koei Games,,0.05,,0.05,,,14-03-2013,19-01-2019
Yanya Caballista: City Skater,PS2,Sports,KOEI,Cave,,0.05,0.02,,0.02,0.01,01-10-2001,
Golf Club 2019,XOne,Sports,2K Games,HB Studios,,0.05,0.05,,,0.01,13-11-2018,11-09-2018
Top Spin 2,DS,Sports,2K Sports,Indie Built,5.2,0.05,0.05,,0,0,29-03-2006,
NHL Blades of Steel '99,N64,Sports,Konami,Konami Computer Entertainment Osaka,,0.05,0.05,,,0,05-04-1999,
ESPN International Winter Sports 2002,GC,Sports,Konami,Konami Computer Entertainment Osaka,,0.05,0.04,,0.01,0,04-02-2002,
Slam Dunk SD Heat Up!!,SNES,Sports,Bandai,Bandai,,0.05,,0.05,,,27-10-1995,
Ontamarama,DS,Action,Atlus,Unknown,,0.05,0.05,,,0,06-11-2007,
NBA 2K,DC,Sports,Sega,Visual Concepts,8.9,0.05,,0.05,,,10-11-1999,
King's Quest: The Complete Collection,XOne,Adventure,Activision,The Odd Gentlemen,,0.05,0.04,,,0.01,24-10-2016,18-12-2018
Time Travelers,PSV,Adventure,Level 5,Level 5,,0.05,,0.05,,,12-07-2012,02-01-2019
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,Adventure,ChunSoft,ChunSoft,,0.05,,0.05,,,17-12-2011,
SpongeBob: HeroPants,3DS,Action-Adventure,Activision,Behaviour Interactive,,0.05,0.04,,,0.01,03-02-2015,15-04-2018
Disaster Report 4 Plus: Summer Memories,PS4,Action-Adventure,NIS America,Granzella,,0.05,,0.05,,,07-04-2020,19-12-2018
Rodea the Sky Soldier,3DS,Action-Adventure,NIS America,Kadokawa Games,,0.05,0.04,,0,0.01,10-11-2015,06-04-2018
Finny the Fish & the Seven Waters,PS2,Sports,Natsume,SCEI,,0.05,0.02,,0.02,0.01,17-05-2005,
J-League '96 Dream Stadium,SNES,Sports,Hudson Soft,Hudson Soft,,0.05,,0.05,,0,01-06-1996,
BeatMania IIDX 3rd Style,PS2,Simulation,Konami,Konami,,0.05,,0.05,,,02-11-2000,
